mos,std
4.02632,0.07883
3.02778,0.10005
2.0,0.08322
5.25,0.09919
5.13158,0.10638
4.56757,0.1117
3.5,0.12202
2.62162,0.11046
6.05405,0.16637
6.18421,0.16996
4.89474,0.11033
3.18919,0.08407
2.21053,0.08452
5.86486,0.16289
4.37838,0.12878
3.07895,0.10111
1.97368,0.07883
0.40541,0.08072
5.53488,0.14467
5.425,0.12692
5.06977,0.14853
4.7907,0.14545
4.02381,0.14081
5.30952,0.11899
5.53659,0.13402
5.62791,0.1612
5.40476,0.16516
4.66667,0.12448
5.14286,0.15272
5.07143,0.13633
4.16667,0.13849
3.66667,0.11984
2.7619,0.12051
5.73171,0.12917
5.475,0.13223
5.55814,0.1407
5.43902,0.14242
4.92857,0.17942
5.35714,0.12963
5.04762,0.17154
5.51163,0.17518
4.16667,0.12561
3.09524,0.08787
4.55,0.12222
4.25581,0.13597
3.66667,0.09323
3.44186,0.11536
3.09524,0.10546
5.725,0.13223
5.31707,0.13553
4.64286,0.13393
3.41463,0.10894
2.82927,0.09696
4.80952,0.15148
3.95238,0.13864
3.12195,0.09252
2.5814,0.09993
1.7381,0.11198
5.07317,0.13532
4.76744,0.16057
3.18605,0.0945
2.16667,0.08856
0.4878,0.0983
5.48837,0.17518
5.46512,0.17511
4.475,0.11719
3.25581,0.13989
1.16279,0.10873
5.32558,0.18813
5.32558,0.15328
4.69048,0.13251
4.34884,0.14665
2.38095,0.11143
5.23256,0.18264
5.44186,0.17803
5.11628,0.16837
5.2619,0.14309
5.04762,0.14267
5.4186,0.13251
4.92857,0.1663
4.7907,0.16949
3.63415,0.11312
2.40476,0.1068
5.64286,0.14215
5.40476,0.16169
5.7381,0.18461
5.02326,0.15596
3.97619,0.14081
2.73171,0.14232
2.87805,0.11014
3.04762,0.12118
3.57143,0.16198
3.70732,0.15131
5.60465,0.16815
5.27907,0.18699
5.43902,0.17939
4.29268,0.1207
4.44186,0.23326
4.48837,0.13308
6.62791,0.19464
3.72093,0.12006
6.48837,0.27785
2.58537,0.11427
3.95122,0.1032
3.74419,0.11901
3.14286,0.12404
2.84615,0.09272
2.73171,0.12448
5.2439,0.13702
5.2619,0.15452
5.32558,0.15677
4.5122,0.12009
4.16279,0.14683
5.67442,0.17001
5.09524,0.1643
5.52381,0.14769
5.28571,0.13165
5.23256,0.15717
5.65116,0.17676
5.54762,0.18505
5.09524,0.15725
4.72093,0.1554
3.47619,0.12251
5.42857,0.13529
4.78049,0.15622
3.97674,0.14519
2.93023,0.14484
2.4186,0.10521
5.65116,0.20243
5.39535,0.18933
5.45,0.1367
5.04651,0.16429
5.2093,0.13383
5.44186,0.18104
5.19048,0.1438
4.39535,0.12797
3.86047,0.14177
2.88095,0.09644
5.89189,0.15185
5.69444,0.13506
4.77778,0.13095
4.31429,0.11967
3.75,0.11369
5.97297,0.15519
5.91667,0.15897
5.77143,0.12832
5.13889,0.11885
4.52778,0.11444
5.19444,0.1231
4.43243,0.12409
3.77778,0.12491
3.08333,0.10668
2.59459,0.11756
6.02857,0.17836
5.63889,0.15292
5.5,0.13322
4.65714,0.12083
4.02778,0.10748
6.05405,0.20916
5.59459,0.13492
4.97222,0.11444
4.16216,0.15055
3.02703,0.09735
5.08333,0.13819
4.33333,0.13029
4.02778,0.10005
3.77778,0.09711
3.16667,0.11453
5.72222,0.1395
5.44444,0.15438
4.27778,0.12179
3.61111,0.11966
2.91892,0.09653
5.43243,0.16008
4.55556,0.11416
3.48649,0.11856
2.83784,0.11152
1.59459,0.13492
6.05405,0.16637
5.89189,0.19028
4.5,0.16434
2.89189,0.11955
1.75,0.09108
5.77778,0.14757
5.16667,0.10758
4.25,0.14367
3.05556,0.11072
1.86111,0.14247
5.97297,0.173
5.47222,0.12721
4.24324,0.15002
3.08333,0.09919
1.28571,0.09537
5.81081,0.16143
5.64706,0.12397
4.05714,0.12741
4.13514,0.10229
3.18919,0.13151
5.02703,0.10458
4.52778,0.14426
3.62162,0.12878
3.08333,0.09108
1.91667,0.09108
6.05405,0.16192
5.7027,0.19439
4.69444,0.16111
4.16667,0.18215
3.37143,0.13453
2.94595,0.15263
3.35135,0.14411
3.52941,0.13942
3.62162,0.1448
3.97297,0.15041
5.77143,0.12832
5.97297,0.15519
5.30556,0.14604
5.17143,0.20795
4.02857,0.14278
5.40541,0.15971
6.43243,0.20059
4.13889,0.17635
5.91892,0.26858
3.24324,0.16837
5.37143,0.14047
5.13889,0.15788
4.66667,0.14699
4.14706,0.11108
3.75,0.20554
5.37143,0.13453
5.11111,0.12897
4.97222,0.12721
3.91429,0.10199
3.22857,0.08167
5.72222,0.13386
5.59459,0.19661
5.41667,0.15404
4.19444,0.12922
3.27027,0.12473
5.2973,0.17873
5.16667,0.11453
4.54054,0.13015
3.75,0.10668
2.64865,0.11604
5.40541,0.18903
5.37143,0.15165
5.05556,0.12388
3.97143,0.1177
3.27778,0.12179
6.02778,0.16427
6.02703,0.18914
5.61111,0.15849
5.0,0.15759
2.77778,0.11188
6.13514,0.14384
5.58333,0.10668
4.44444,0.1329
3.18919,0.13695
0.91892,0.16386
5.82222,0.15166
5.06818,0.10364
4.95556,0.09916
4.27907,0.10043
3.91111,0.09849
6.09091,0.11948
5.81818,0.12143
5.63636,0.10704
4.88636,0.08634
4.63636,0.1021
4.32558,0.09139
3.81395,0.08226
3.61364,0.07341
3.17778,0.09048
2.62791,0.07371
6.02273,0.13051
6.04444,0.14386
5.83721,0.12275
5.77778,0.14363
4.97727,0.11358
5.78571,0.10929
5.65116,0.12688
5.11364,0.11234
4.06818,0.07467
3.31818,0.08961
4.43182,0.12612
4.17778,0.12684
3.97674,0.10651
3.36364,0.08559
3.17778,0.09048
4.81395,0.10006
3.93023,0.08944
3.61364,0.09757
2.91111,0.09335
2.44444,0.07407
5.95556,0.157
6.06667,0.14194
5.13636,0.12277
3.93182,0.09314
3.36364,0.09142
5.93023,0.15564
5.54545,0.13807
4.69767,0.11644
3.74419,0.09356
2.5,0.07538
5.77778,0.14703
5.70455,0.09948
4.6,0.11504
3.17778,0.08485
1.86667,0.08074
5.84444,0.16911
4.4,0.12333
3.04878,0.07675
2.0,0.07027
0.65116,0.09803
5.66667,0.14055
5.40909,0.1173
4.22222,0.12527
3.2,0.08074
2.56818,0.09314
4.84091,0.13615
3.76744,0.09777
3.34884,0.07268
2.86364,0.09421
2.11364,0.08013
5.59091,0.13756
6.15556,0.13683
5.95556,0.14386
5.02381,0.0981
3.79545,0.12273
3.88636,0.14451
4.02273,0.13051
3.95455,0.13619
4.13636,0.12691
4.95455,0.16056
6.22727,0.14681
5.90698,0.1671
5.42222,0.17635
5.38636,0.17668
4.02326,0.12943
5.93182,0.13406
6.66667,0.16924
5.0,0.12958
6.31111,0.22183
3.82222,0.15166
5.15556,0.12154
4.81395,0.11034
4.37209,0.10919
4.09091,0.13567
3.76744,0.16391
5.90909,0.11049
5.33333,0.12172
4.72093,0.08272
4.37209,0.08716
3.91111,0.09335
6.32558,0.12183
5.64444,0.11824
4.74419,0.11901
3.13333,0.09216
2.44444,0.10683
5.22727,0.12802
4.55556,0.12787
3.91111,0.09335
3.11364,0.07341
2.30233,0.08407
6.33333,0.17213
5.8,0.12804
5.38636,0.12119
4.48889,0.10243
3.71111,0.12017
5.90909,0.15353
5.90909,0.13181
5.36364,0.15445
4.47727,0.12649
3.37209,0.08716
5.77273,0.14325
4.81395,0.10006
3.22727,0.09569
1.88636,0.08634
0.72727,0.09295
5.61538,0.10644
5.65,0.17157
5.02632,0.10842
4.15385,0.10596
3.94872,0.10848
5.9,0.1533
6.15,0.20782
5.575,0.13175
5.2,0.12349
4.61538,0.09327
4.74359,0.11872
4.07895,0.08633
3.69231,0.08995
3.23684,0.0944
2.79487,0.09014
5.825,0.14092
5.82051,0.11393
5.75,0.15712
5.12821,0.17078
4.61538,0.1338
5.8,0.15083
5.61538,0.12359
5.23077,0.11729
4.35,0.11484
3.39474,0.07929
5.28205,0.11999
4.82051,0.13984
4.53846,0.07983
3.97368,0.09479
3.58974,0.09399
5.475,0.18367
4.75,0.12624
4.35,0.12525
3.66667,0.0982
3.10256,0.10754
5.82051,0.12494
5.225,0.13914
4.275,0.12241
3.61538,0.09327
2.925,0.08936
6.02564,0.15164
5.76923,0.16799
4.58974,0.14376
3.12821,0.08253
2.34211,0.08549
5.9,0.16125
5.76923,0.16799
5.25641,0.12932
3.61538,0.09327
2.46154,0.07983
5.875,0.14658
5.075,0.14743
2.89744,0.09452
2.075,0.07406
0.95,0.1412
5.875,0.14658
5.575,0.12692
4.925,0.14312
3.28205,0.09559
2.6,0.11068
4.6,0.13134
3.81579,0.10431
4.46154,0.11942
3.05128,0.08844
3.625,0.09803
5.76923,0.1379
6.13158,0.13506
5.61538,0.11244
5.52632,0.13282
4.575,0.14092
3.41026,0.11304
3.53846,0.12481
3.475,0.12241
3.65,0.13486
4.02632,0.12052
5.92308,0.13753
6.275,0.14572
5.68421,0.18272
5.75,0.22845
4.61538,0.14781
5.825,0.13642
7.1,0.16882
4.75,0.15309
6.65,0.22514
3.35897,0.07681
4.6,0.13601
4.39474,0.11495
4.05,0.11152
3.92308,0.11685
3.94737,0.09809
5.575,0.14529
5.375,0.14443
4.61538,0.11244
4.15385,0.08534
3.66667,0.10468
6.07692,0.13266
5.74359,0.15688
5.18421,0.12262
4.125,0.12839
3.58974,0.12932
5.825,0.1728
5.46154,0.13493
4.25641,0.10707
3.76923,0.09218
1.84615,0.09272
5.61538,0.1338
5.35,0.13486
4.94595,0.085
3.97368,0.11463
2.775,0.09005
6.125,0.14658
4.825,0.13175
2.7,0.07246
2.15789,0.09507
1.52632,0.081
5.36842,0.12014
4.05263,0.09809
2.64103,0.11169
1.84211,0.05915
0.97436,0.11743
5.89189,0.09192
5.21053,0.11861
5.05128,0.12535
4.38462,0.12359
3.87179,0.09716
5.75,0.15712
6.0,0.15
5.825,0.16158
5.275,0.13687
4.48718,0.10174
4.97368,0.10183
4.4359,0.10754
3.82051,0.07135
3.35,0.11484
2.89744,0.08729
5.76923,0.12276
5.97368,0.10842
5.33333,0.11657
5.23684,0.13123
4.73684,0.08873
5.825,0.14953
5.925,0.15964
5.23684,0.11431
4.17949,0.08004
3.34211,0.09324
4.23684,0.12584
4.43243,0.13535
4.0,0.1118
3.55,0.1412
3.30769,0.12642
5.71795,0.11999
4.65789,0.12497
3.89744,0.10124
3.20513,0.09716
2.47368,0.081
5.74359,0.11872
5.225,0.14356
4.575,0.11666
3.71795,0.10223
2.95,0.08624
6.025,0.15202
6.10526,0.16969
5.025,0.16003
3.82051,0.10174
2.45946,0.08193
6.05128,0.14481
5.925,0.14312
5.15385,0.11199
3.425,0.12692
2.25,0.09843
5.5641,0.14411
5.4359,0.17313
3.84615,0.09272
2.76923,0.11154
1.025,0.09674
5.875,0.17025
5.92308,0.16372
5.07692,0.13753
3.925,0.0961
2.48718,0.08004
5.15,0.13486
4.45,0.13205
3.26316,0.07143
2.425,0.11117
2.36842,0.07825
5.875,0.13778
5.79487,0.13655
5.52632,0.14287
4.35897,0.12814
3.525,0.12741
3.55,0.1766
3.41026,0.14827
3.25641,0.14827
3.625,0.14003
4.0,0.14142
5.925,0.13411
6.025,0.16389
5.57895,0.14714
5.15789,0.16019
4.17949,0.14895
5.575,0.11666
6.625,0.17207
4.48718,0.10801
7.1,0.22305
3.36842,0.07825
4.55,0.13205
4.07692,0.13753
4.12821,0.13164
3.82051,0.14895
3.71795,0.11438
5.725,0.12741
5.33333,0.12735
4.76923,0.16403
4.30769,0.10971
3.92308,0.11109
5.75,0.18957
5.45,0.15391
4.86842,0.1127
4.36842,0.12577
2.86486,0.10229
5.425,0.13175
4.79487,0.10987
4.25,0.13578
3.38462,0.10644
2.52632,0.081
5.975,0.14356
5.61538,0.1288
4.34211,0.12497
3.58974,0.11304
2.89744,0.09452
5.9,0.18303
5.9,0.14916
4.5641,0.15721
3.15385,0.10596
1.92308,0.09854
6.05,0.1766
5.525,0.18367
3.97368,0.10842
2.02564,0.11169
0.34211,0.09324
5.69048,0.12366
5.41463,0.13348
4.85,0.10338
4.46341,0.10961
4.0,0.1
5.95122,0.16525
5.88095,0.15505
5.7381,0.15081
4.63415,0.10774
4.2439,0.10221
4.97619,0.13673
4.55,0.07866
3.7381,0.08947
3.11905,0.09644
2.54762,0.1269
6.175,0.1054
5.88095,0.17562
5.87805,0.14713
5.31707,0.13985
4.34146,0.11235
6.2439,0.12331
5.60976,0.10278
5.17073,0.10854
4.0,0.1
3.125,0.09479
4.57143,0.1124
4.15,0.12016
3.80952,0.09059
3.73171,0.10362
3.19512,0.10473
5.57143,0.13529
4.92857,0.14828
4.21429,0.13272
3.40476,0.11693
3.0,0.09756
5.69048,0.11899
4.65854,0.12725
4.14286,0.10417
3.04762,0.09495
2.04878,0.08415
6.02439,0.15613
5.88095,0.15134
4.2619,0.11693
3.02439,0.10049
1.70732,0.09904
6.07317,0.14384
5.78049,0.14841
4.675,0.11395
3.5,0.10241
2.17073,0.09696
5.80488,0.1551
5.5,0.12711
4.5122,0.13413
3.07143,0.1032
1.0,0.1118
6.35714,0.18694
5.36585,0.12793
5.56098,0.15445
4.925,0.10833
2.65854,0.08868
4.14634,0.10666
4.35714,0.11577
3.88095,0.09037
2.90244,0.10235
2.46341,0.07788
4.95122,0.14201
6.0,0.14677
4.19512,0.12541
4.16667,0.15764
3.34146,0.11753
3.21951,0.1314
3.34146,0.13184
3.2,0.12845
3.525,0.13687
3.95238,0.1302
6.41463,0.13787
5.95238,0.18118
5.69048,0.16319
5.0,0.15411
4.25641,0.13912
5.92857,0.16968
6.09756,0.16107
4.41463,0.14212
5.90476,0.20705
3.4878,0.15473
5.02439,0.14424
4.8,0.11832
4.35714,0.12963
4.07143,0.19458
4.09524,0.21772
5.14286,0.12404
5.07143,0.14441
4.375,0.09143
3.85366,0.10092
3.70732,0.08619
6.16667,0.15764
5.57143,0.10724
5.36585,0.1325
4.36585,0.12793
3.325,0.12936
5.52381,0.14769
5.34146,0.12249
4.5,0.11294
3.2619,0.13067
2.31707,0.08044
5.71429,0.16248
4.40476,0.11198
3.68293,0.10597
2.95238,0.08878
2.33333,0.10468
6.30952,0.13251
6.19048,0.15148
6.075,0.14743
5.92857,0.14828
4.0,0.10607
5.90244,0.1535
5.59524,0.12168
4.58537,0.11427
3.21951,0.12201
1.02381,0.14081
5.72973,0.16506
5.10811,0.13121
4.60526,0.11495
4.13514,0.1092
3.56757,0.08145
6.08108,0.16386
5.64865,0.15392
5.57895,0.19914
5.0,0.11467
4.47222,0.14426
4.66667,0.13029
4.05405,0.085
3.63158,0.108
3.0,0.11769
2.52632,0.081
5.89474,0.15249
5.94595,0.17906
5.89474,0.16556
5.24324,0.14507
4.48649,0.1303
5.97368,0.15563
5.5,0.138
5.07895,0.11399
4.0,0.09623
3.18421,0.11075
4.73684,0.12165
4.64865,0.12801
3.86842,0.14966
3.56757,0.11806
3.18919,0.10701
5.37838,0.11046
4.67568,0.14329
3.88889,0.10956
3.19444,0.10259
2.60526,0.11495
5.35135,0.10268
4.7027,0.12599
3.76316,0.13123
2.89189,0.11328
2.27027,0.09856
6.08108,0.15469
5.89474,0.18152
4.86842,0.15422
3.27027,0.09084
1.86486,0.10229
5.73684,0.14739
5.47222,0.11444
4.86111,0.11217
3.0,0.10811
1.65789,0.15469
5.52632,0.1851
4.97368,0.11463
4.52632,0.13794
2.94595,0.11432
1.23684,0.13123
6.13158,0.16295
5.59459,0.14534
5.18421,0.1616
5.08108,0.17254
4.52778,0.14426
4.67568,0.16241
4.05263,0.11738
3.62162,0.11046
3.07895,0.10111
1.94737,0.09809
5.61111,0.13192
6.02632,0.15111
5.45946,0.12441
4.92105,0.17209
3.64865,0.17186
2.88889,0.14042
3.27778,0.16011
3.51351,0.15583
3.68421,0.13977
3.54054,0.20793
6.13158,0.16295
6.26316,0.20277
5.28947,0.16183
5.84211,0.22492
4.41667,0.14367
5.47368,0.17746
6.18919,0.16143
4.43243,0.17323
5.75676,0.23377
3.34211,0.1356
5.13514,0.15834
4.38889,0.13765
4.24324,0.16398
4.08108,0.18481
4.05405,0.20206
5.54054,0.15094
4.97297,0.12377
4.55556,0.12696
4.31429,0.10514
3.55556,0.08282
5.7027,0.14736
5.71053,0.16605
5.18919,0.14723
4.13889,0.10506
3.05263,0.10492
5.40541,0.12939
5.16216,0.13521
4.08108,0.10382
3.56757,0.10496
2.25,0.09108
5.73684,0.1849
5.32432,0.1483
4.4,0.10061
3.94737,0.14388
2.75676,0.12329
5.86842,0.17524
6.28947,0.19661
5.75676,0.16398
5.76316,0.18016
5.21622,0.15822
5.45946,0.15094
4.7027,0.15697
3.63889,0.12517
2.5,0.11009
0.77778,0.11858
5.76923,0.1379
5.51282,0.18084
4.92105,0.10111
4.4359,0.11914
3.78378,0.09467
5.84211,0.16861
5.79487,0.15461
5.51351,0.14615
5.28205,0.12535
4.48718,0.11956
4.94737,0.162
4.21053,0.12431
3.81081,0.09235
3.12821,0.10371
2.65789,0.1304
5.71053,0.13371
5.47368,0.13282
5.15789,0.16019
4.72973,0.09856
4.05405,0.10073
6.02632,0.14646
5.76316,0.15539
5.39474,0.13694
4.23077,0.14259
2.92105,0.09401
4.97368,0.15563
4.13889,0.09744
3.94737,0.09809
3.4359,0.11914
3.10256,0.10754
5.28205,0.13543
4.72973,0.09856
4.47368,0.12195
3.73684,0.12721
3.28205,0.11999
5.65789,0.14062
5.2973,0.13166
4.02778,0.12099
3.42105,0.13227
2.58974,0.11304
6.26316,0.12721
6.13158,0.15864
5.33333,0.15097
3.75676,0.09674
2.21622,0.08661
6.13158,0.12439
5.73684,0.13767
4.94444,0.10352
3.57895,0.08009
2.74359,0.10707
5.57895,0.12135
4.84211,0.13687
3.43243,0.1117
2.05263,0.09076
0.74359,0.10707
6.12821,0.17458
5.30769,0.18545
4.44737,0.11589
4.25641,0.15264
2.57895,0.09584
5.15385,0.13826
3.78947,0.135
3.82051,0.11956
2.89189,0.09192
2.02703,0.09735
6.02632,0.16002
5.84211,0.17663
4.55263,0.1773
4.12821,0.18905
3.36842,0.16401
3.23077,0.1379
3.34211,0.1356
3.69231,0.1587
3.89744,0.15721
4.05128,0.18112
6.05128,0.17371
6.05405,0.15734
5.40541,0.16861
5.13514,0.1333
4.71795,0.14929
5.61538,0.15219
6.33333,0.19971
4.32432,0.1327
5.87179,0.17458
3.53846,0.18075
5.61538,0.1338
5.23684,0.15087
4.5,0.13289
4.13514,0.13867
4.10526,0.16969
5.82051,0.14895
5.17949,0.16566
4.79487,0.12655
4.0,0.14951
3.46154,0.11942
6.15789,0.10867
5.46154,0.12997
4.78947,0.12431
3.52632,0.1275
2.71795,0.10223
5.55263,0.16092
4.76316,0.14621
4.0,0.10256
3.24324,0.08886
2.57895,0.09584
6.0,0.16217
5.10526,0.14312
4.52632,0.1275
4.10811,0.09192
3.72973,0.08241
5.94872,0.1402
6.25641,0.19432
5.82051,0.18444
4.72973,0.13045
3.15385,0.13826
6.18421,0.13853
5.07895,0.17996
3.43243,0.12985
1.97436,0.11169
0.84211,0.12635
5.51163,0.10069
5.06977,0.10081
4.48837,0.12027
3.90698,0.10303
3.48837,0.11091
5.80952,0.12705
5.53488,0.12458
5.44186,0.13279
4.81395,0.10006
4.15,0.08329
4.39535,0.12367
3.92683,0.07227
3.16667,0.08856
3.06977,0.10604
2.55814,0.11536
5.93023,0.14106
6.02326,0.15939
5.46341,0.12483
5.33333,0.14548
4.65,0.10926
5.69767,0.13772
5.90698,0.1464
5.11628,0.12397
3.92857,0.09155
3.0,0.09524
4.92683,0.11118
4.38095,0.11143
4.02439,0.09439
3.5,0.07906
3.04762,0.11641
5.02439,0.11171
4.45,0.11699
4.16667,0.0819
3.59524,0.1068
3.16667,0.11624
5.5,0.11785
4.85714,0.12853
4.11628,0.10509
3.23256,0.11784
2.16279,0.08658
6.075,0.12444
6.19048,0.12705
5.30952,0.13673
3.76744,0.086
2.09302,0.09194
6.30952,0.16663
5.88095,0.13554
5.13953,0.14177
3.2619,0.1068
1.92683,0.09377
6.12195,0.11541
5.39535,0.10977
4.69048,0.10905
3.0,0.09756
1.04651,0.10885
5.7907,0.1527
4.76744,0.09777
6.0,0.1543
5.61905,0.13449
2.02381,0.10372
4.45238,0.1127
3.69048,0.10372
3.17073,0.09696
2.34884,0.11805
2.55814,0.11057
5.90698,0.16383
6.17073,0.15388
5.95238,0.13864
4.33333,0.13328
3.65116,0.15385
2.85366,0.14037
3.26829,0.11961
3.57143,0.11733
3.7619,0.1421
3.71429,0.16248
6.12195,0.15112
5.93023,0.15908
5.71429,0.16248
5.16667,0.14253
4.67442,0.16352
5.34146,0.11753
6.2619,0.147
4.35714,0.13393
6.30233,0.26215
3.55,0.12222
4.85714,0.10948
4.31707,0.12165
4.11905,0.1127
3.60976,0.15761
3.78571,0.17345
5.38095,0.13449
4.7907,0.12549
4.07143,0.1032
3.64286,0.10001
3.4186,0.10521
5.975,0.15202
5.67442,0.15328
5.69048,0.12817
4.88372,0.09981
3.83721,0.10873
5.53488,0.1108
5.14286,0.16348
4.30952,0.11413
3.61905,0.09495
2.73171,0.08466
5.35714,0.12518
5.47619,0.1398
4.44186,0.13279
3.37209,0.09316
3.0,0.10102
6.11628,0.17468
5.90476,0.12513
5.67442,0.15677
5.2381,0.1536
2.85714,0.09858
5.88372,0.15499
5.72093,0.12448
5.0,0.1
3.07317,0.08008
0.52381,0.09664
5.81579,0.19642
5.23684,0.15539
4.84615,0.15186
4.15789,0.09507
3.71795,0.09559
5.60526,0.12082
5.82051,0.14895
5.47368,0.14764
5.13158,0.11869
4.57895,0.12135
4.79487,0.15461
4.34211,0.07696
3.68421,0.0992
3.07692,0.09854
2.7027,0.07514
5.76923,0.2034
5.71795,0.16988
5.4359,0.13468
5.0,0.15345
4.30769,0.15019
5.86842,0.17124
5.68421,0.16267
4.87179,0.15461
4.18421,0.12814
3.18421,0.09005
4.7027,0.10719
4.24324,0.08886
3.76316,0.12022
3.56757,0.08145
3.24324,0.08886
5.58974,0.14376
5.08108,0.1398
4.57895,0.12693
3.89474,0.13309
2.74359,0.10707
5.44737,0.12172
4.63158,0.12014
3.78378,0.1021
3.12821,0.09716
2.53846,0.11378
5.84615,0.13826
5.52632,0.14287
4.62162,0.11688
3.33333,0.12208
2.05128,0.08067
5.83784,0.14051
5.58974,0.16899
5.0,0.11467
3.58974,0.13431
2.07895,0.11399
5.35897,0.16809
5.51282,0.17342
4.26316,0.12721
2.63158,0.10138
0.86842,0.09245
5.26316,0.12721
5.76923,0.16403
5.74359,0.18389
4.36842,0.14615
2.76316,0.08676
5.25641,0.16899
4.4359,0.10754
3.68421,0.09196
2.87179,0.09716
2.51282,0.11393
5.76923,0.17186
5.86111,0.13695
5.76316,0.15087
4.62162,0.11688
4.10256,0.13948
3.05263,0.10492
3.02632,0.13667
3.21622,0.11552
3.39474,0.18436
3.73684,0.11581
5.86486,0.15834
5.41026,0.19768
6.05128,0.22631
4.60526,0.14191
5.25641,0.26329
5.33333,0.15944
6.0,0.22057
4.22222,0.13671
6.23077,0.25503
3.37838,0.13966
5.15385,0.16829
4.68421,0.17498
4.23684,0.18016
3.76316,0.16823
3.25,0.17292
5.13158,0.15422
5.13158,0.14496
4.66667,0.16749
4.0,0.10113
3.58974,0.10074
5.71053,0.13371
5.73684,0.13767
5.55263,0.11589
4.89744,0.14861
3.64865,0.10956
5.57895,0.12693
5.02632,0.11463
4.65789,0.10707
3.5641,0.10754
2.63158,0.0943
5.92308,0.14678
5.35135,0.16313
4.89744,0.17689
4.44737,0.10325
2.89474,0.11033
6.32432,0.1381
6.13158,0.1401
5.21053,0.15416
4.4359,0.14411
2.10256,0.10754
5.82051,0.16959
5.42105,0.13741
4.21622,0.12168
2.25641,0.08671
0.36842,0.0943
5.68571,0.13863
5.05714,0.0985
4.76471,0.11051
4.08571,0.09365
3.73529,0.08634
6.14706,0.1618
5.84848,0.12213
5.45714,0.14196
5.02857,0.11055
4.32353,0.09948
4.61765,0.12489
4.17143,0.1029
3.55882,0.08515
3.26471,0.09584
2.67647,0.12283
5.61765,0.14418
5.64706,0.15498
5.32353,0.17008
4.79412,0.13007
4.52941,0.13942
6.05714,0.15088
5.5,0.1265
5.09091,0.10811
4.31429,0.12631
3.35294,0.10088
4.61765,0.13163
4.35294,0.12397
4.02941,0.12116
3.61765,0.13805
3.29412,0.1284
4.97059,0.1138
3.84848,0.10603
3.68571,0.12631
3.44118,0.11904
2.78788,0.10283
5.94286,0.15088
5.52941,0.1264
4.67647,0.12968
3.94118,0.12438
2.77143,0.1149
6.69697,0.15142
6.05714,0.15088
5.70588,0.14723
4.26471,0.10447
2.64706,0.10088
5.97143,0.16896
5.79412,0.1544
5.02941,0.14697
3.64706,0.08196
2.4,0.12256
5.25714,0.12995
4.57143,0.11631
3.11765,0.09079
2.24242,0.09612
0.82353,0.12106
5.9697,0.10913
5.74286,0.12351
3.8,0.10537
2.88571,0.08826
1.85714,0.10015
4.54286,0.12995
4.15152,0.10603
3.34286,0.08023
2.47059,0.0856
2.58824,0.11097
6.08571,0.16841
6.29412,0.13497
5.05882,0.1712
5.05882,0.18103
3.6,0.12256
2.94286,0.16134
2.97143,0.18729
3.25714,0.13608
3.41176,0.1256
3.62857,0.15694
6.33333,0.13996
5.82857,0.18288
5.82353,0.13459
5.2,0.1388
5.71429,0.24435
5.66667,0.10202
6.8,0.18428
4.82857,0.15901
6.68571,0.28506
3.88235,0.18492
5.76471,0.17676
5.64706,0.14338
5.44118,0.11904
5.05714,0.17586
4.38235,0.18138
5.71429,0.17413
4.97143,0.12445
4.61765,0.10201
3.88571,0.11264
3.42857,0.11631
5.6,0.16758
5.08824,0.1129
4.09375,0.09227
3.34286,0.10647
2.65714,0.12741
5.6,0.12256
4.79412,0.1083
4.12121,0.05681
3.51429,0.08448
2.41176,0.11097
6.17647,0.128
5.88571,0.16047
5.02941,0.12116
4.64706,0.13721
4.0,0.10189
6.30303,0.13198
5.91176,0.14628
5.17143,0.14278
3.75758,0.12144
3.0,0.1069
5.85294,0.11862
4.73529,0.10447
3.67647,0.09037
1.72727,0.08858
0.78788,0.1114
5.88571,0.11967
5.05556,0.15186
4.72222,0.1395
4.14286,0.1153
3.58333,0.11369
6.44444,0.1593
5.91176,0.17826
5.13889,0.13695
5.08571,0.10199
4.52778,0.13314
4.8,0.1501
4.25714,0.13608
3.82857,0.1029
3.28571,0.10358
2.69444,0.07677
5.85714,0.18135
5.83333,0.20601
5.52941,0.13942
5.16667,0.15466
4.57143,0.13574
5.80556,0.16111
5.33333,0.14164
5.13889,0.14779
4.02857,0.09464
3.25,0.12653
4.64706,0.13076
4.37143,0.12832
3.97143,0.15379
3.66667,0.13029
3.28571,0.13138
5.52778,0.13881
4.57143,0.13574
4.08824,0.13393
2.88571,0.10514
2.44444,0.1329
5.94444,0.11749
4.97143,0.13084
4.05714,0.12741
3.17647,0.09729
2.61765,0.09314
6.0,0.14699
5.29412,0.13497
4.52778,0.14952
3.38889,0.12594
2.0,0.09035
5.88571,0.17967
5.82857,0.12445
4.65714,0.12083
3.27778,0.1395
1.85294,0.11862
5.4,0.12256
4.69697,0.10913
4.02941,0.10593
2.57143,0.1013
0.91667,0.08217
5.68571,0.1444
6.08571,0.14775
5.48485,0.12943
3.5,0.11453
2.58333,0.12653
4.05882,0.10959
3.74286,0.10176
3.31429,0.10514
2.88889,0.10956
2.5,0.08575
6.0,0.1666
5.97143,0.15901
5.34286,0.16632
5.13889,0.1849
4.63889,0.13119
4.02778,0.16427
4.4,0.1468
3.88571,0.19282
3.66667,0.17568
3.38889,0.18953
5.97143,0.14278
6.11111,0.19156
5.45714,0.21511
5.61111,0.18953
4.88571,0.24833
5.75,0.12653
6.47222,0.21331
