,dist_img,ref_img,dmos,var,distortion,intensity
2433,I20_12_04.png,I20.png,2.53,0.67,12,04
2434,I20_12_05.png,I20.png,2.33,0.745,12,05
2435,I20_13_01.png,I20.png,3.07,0.814,13,01
2436,I20_13_02.png,I20.png,2.6,0.841,13,02
2437,I20_13_03.png,I20.png,2.57,0.716,13,03
2438,I20_13_04.png,I20.png,2.27,0.629,13,04
2439,I20_13_05.png,I20.png,1.9,0.746,13,05
2440,I20_14_01.png,I20.png,4.07,0.772,14,01
2441,I20_14_02.png,I20.png,3.37,0.795,14,02
2442,I20_14_03.png,I20.png,3.17,0.637,14,03
2443,I20_14_04.png,I20.png,2.43,0.616,14,04
2444,I20_14_05.png,I20.png,2.1,0.651,14,05
2445,I20_15_01.png,I20.png,3.47,0.763,15,01
2446,I20_15_02.png,I20.png,2.33,0.596,15,02
2447,I20_15_03.png,I20.png,1.87,0.67,15,03
2448,I20_15_04.png,I20.png,1.67,0.699,15,04
2449,I20_15_05.png,I20.png,1.17,0.373,15,05
2450,I20_16_01.png,I20.png,4.5,0.5,16,01
2451,I20_16_02.png,I20.png,4.37,0.547,16,02
2452,I20_16_03.png,I20.png,3.83,0.637,16,03
2453,I20_16_04.png,I20.png,3.23,1.023,16,04
2454,I20_16_05.png,I20.png,1.93,0.772,16,05
2455,I20_17_01.png,I20.png,4.53,0.806,17,01
2456,I20_17_02.png,I20.png,4.27,0.573,17,02
2457,I20_17_03.png,I20.png,4.03,0.875,17,03
2458,I20_17_04.png,I20.png,3.07,1.031,17,04
2459,I20_17_05.png,I20.png,1.77,0.92,17,05
2460,I20_18_01.png,I20.png,4.4,0.663,18,01
2461,I20_18_02.png,I20.png,4.5,0.719,18,02
2462,I20_18_03.png,I20.png,4.5,0.671,18,03
2463,I20_18_04.png,I20.png,3.9,0.831,18,04
2464,I20_18_05.png,I20.png,3.2,0.872,18,05
2465,I20_19_01.png,I20.png,4.6,0.663,19,01
2466,I20_19_02.png,I20.png,4.23,0.616,19,02
2467,I20_19_03.png,I20.png,3.37,0.948,19,03
2468,I20_19_04.png,I20.png,1.93,0.772,19,04
2469,I20_19_05.png,I20.png,1.37,0.547,19,05
2470,I20_20_01.png,I20.png,4.3,0.737,20,01
2471,I20_20_02.png,I20.png,4.2,0.748,20,02
2472,I20_20_03.png,I20.png,4.03,0.836,20,03
2473,I20_20_04.png,I20.png,4.27,0.854,20,04
2474,I20_20_05.png,I20.png,3.3,1.069,20,05
2475,I20_21_01.png,I20.png,4.07,1.062,21,01
2476,I20_21_02.png,I20.png,3.3,1.1,21,02
2477,I20_21_03.png,I20.png,3.1,1.027,21,03
2478,I20_21_04.png,I20.png,3.2,0.98,21,04
2479,I20_21_05.png,I20.png,1.57,0.667,21,05
2480,I20_22_01.png,I20.png,3.7,0.823,22,01
2481,I20_22_02.png,I20.png,3.57,0.883,22,02
2482,I20_22_03.png,I20.png,3.3,1.038,22,03
2483,I20_22_04.png,I20.png,2.97,0.912,22,04
2484,I20_22_05.png,I20.png,2.67,0.907,22,05
2485,I20_23_01.png,I20.png,3.03,1.104,23,01
2486,I20_23_02.png,I20.png,2.03,0.983,23,02
2487,I20_23_03.png,I20.png,2.37,1.016,23,03
2488,I20_23_04.png,I20.png,2.17,0.898,23,04
2489,I20_23_05.png,I20.png,2.03,0.752,23,05
2490,I20_24_01.png,I20.png,3.69,0.95,24,01
2491,I20_24_02.png,I20.png,3.0,0.95,24,02
2492,I20_24_03.png,I20.png,2.17,0.898,24,03
2493,I20_24_04.png,I20.png,1.53,0.562,24,04
2494,I20_24_05.png,I20.png,1.37,0.482,24,05
2495,I20_25_01.png,I20.png,2.97,0.875,25,01
2496,I20_25_02.png,I20.png,3.73,0.68,25,02
2497,I20_25_03.png,I20.png,3.87,0.707,25,03
2498,I20_25_04.png,I20.png,4.03,0.547,25,04
2499,I20_25_05.png,I20.png,3.0,0.775,25,05
2500,I21_01_01.png,I21.png,4.7,0.64,01,01
2501,I21_01_02.png,I21.png,4.0,0.73,01,02
2502,I21_01_03.png,I21.png,2.5,0.764,01,03
2503,I21_01_04.png,I21.png,1.6,0.554,01,04
2504,I21_01_05.png,I21.png,1.13,0.34,01,05
2505,I21_02_01.png,I21.png,3.2,0.872,02,01
2506,I21_02_02.png,I21.png,2.4,0.663,02,02
2507,I21_02_03.png,I21.png,1.33,0.596,02,03
2508,I21_02_04.png,I21.png,1.47,0.562,02,04
2509,I21_02_05.png,I21.png,1.27,0.442,02,05
2510,I21_03_01.png,I21.png,4.7,0.458,03,01
2511,I21_03_02.png,I21.png,3.6,0.8,03,02
2512,I21_03_03.png,I21.png,2.23,0.844,03,03
2513,I21_03_04.png,I21.png,1.9,0.597,03,04
2514,I21_03_05.png,I21.png,1.53,0.562,03,05
2515,I21_04_01.png,I21.png,4.43,0.496,04,01
2516,I21_04_02.png,I21.png,2.8,1.166,04,02
2517,I21_04_03.png,I21.png,1.9,0.79,04,03
2518,I21_04_04.png,I21.png,1.67,0.978,04,04
2519,I21_04_05.png,I21.png,1.27,0.573,04,05
2520,I21_05_01.png,I21.png,3.77,0.989,05,01
2521,I21_05_02.png,I21.png,2.33,0.789,05,02
2522,I21_05_03.png,I21.png,1.93,0.814,05,03
2523,I21_05_04.png,I21.png,1.77,0.92,05,04
2524,I21_05_05.png,I21.png,1.93,0.727,05,05
2525,I21_06_01.png,I21.png,4.03,0.795,06,01
2526,I21_06_02.png,I21.png,4.23,0.667,06,02
2527,I21_06_03.png,I21.png,3.63,0.875,06,03
2528,I21_06_04.png,I21.png,3.43,0.92,06,04
2529,I21_06_05.png,I21.png,2.3,0.823,06,05
2530,I21_07_01.png,I21.png,2.7,1.13,07,01
2531,I21_07_02.png,I21.png,2.43,0.92,07,02
2532,I21_07_03.png,I21.png,2.57,1.086,07,03
2533,I21_07_04.png,I21.png,2.07,0.892,07,04
2534,I21_07_05.png,I21.png,2.07,0.998,07,05
2535,I21_08_01.png,I21.png,4.37,0.752,08,01
2536,I21_08_02.png,I21.png,3.4,0.952,08,02
2537,I21_08_03.png,I21.png,3.1,1.075,08,03
2538,I21_08_04.png,I21.png,2.2,1.013,08,04
2539,I21_08_05.png,I21.png,1.43,0.559,08,05
2540,I21_09_01.png,I21.png,4.6,0.49,09,01
2541,I21_09_02.png,I21.png,3.43,0.955,09,02
2542,I21_09_03.png,I21.png,2.17,0.82,09,03
2543,I21_09_04.png,I21.png,1.87,0.991,09,04
2544,I21_09_05.png,I21.png,1.27,0.442,09,05
2545,I21_10_01.png,I21.png,4.23,0.716,10,01
2546,I21_10_02.png,I21.png,3.9,0.87,10,02
2547,I21_10_03.png,I21.png,3.53,0.991,10,03
2548,I21_10_04.png,I21.png,1.93,0.929,10,04
2549,I21_10_05.png,I21.png,1.17,0.453,10,05
2550,I21_11_01.png,I21.png,3.53,0.618,11,01
2551,I21_11_02.png,I21.png,3.33,0.699,11,02
2552,I21_11_03.png,I21.png,2.87,0.763,11,03
2553,I21_11_04.png,I21.png,2.3,0.823,11,04
2554,I21_11_05.png,I21.png,2.2,0.653,11,05
2555,I21_12_01.png,I21.png,4.03,0.782,12,01
2556,I21_12_02.png,I21.png,3.47,0.921,12,02
2557,I21_12_03.png,I21.png,2.9,0.79,12,03
2558,I21_12_04.png,I21.png,2.63,0.836,12,04
2559,I21_12_05.png,I21.png,2.13,0.618,12,05
2560,I21_13_01.png,I21.png,3.03,0.912,13,01
2561,I21_13_02.png,I21.png,2.73,0.68,13,02
2562,I21_13_03.png,I21.png,2.53,0.67,13,03
2563,I21_13_04.png,I21.png,1.93,0.442,13,04
2564,I21_13_05.png,I21.png,1.87,0.763,13,05
2565,I21_14_01.png,I21.png,4.47,0.618,14,01
2566,I21_14_02.png,I21.png,3.52,0.875,14,02
2567,I21_14_03.png,I21.png,3.07,0.814,14,03
2568,I21_14_04.png,I21.png,2.73,0.727,14,04
2569,I21_14_05.png,I21.png,2.27,0.727,14,05
2570,I21_15_01.png,I21.png,3.4,0.8,15,01
2571,I21_15_02.png,I21.png,2.1,0.597,15,02
2572,I21_15_03.png,I21.png,1.87,0.562,15,03
2573,I21_15_04.png,I21.png,1.4,0.49,15,04
2574,I21_15_05.png,I21.png,1.33,0.471,15,05
2575,I21_16_01.png,I21.png,4.6,0.49,16,01
2576,I21_16_02.png,I21.png,4.3,0.737,16,02
2577,I21_16_03.png,I21.png,3.67,0.471,16,03
2578,I21_16_04.png,I21.png,3.13,1.07,16,04
2579,I21_16_05.png,I21.png,2.17,0.898,16,05
2580,I21_17_01.png,I21.png,4.6,0.49,17,01
2581,I21_17_02.png,I21.png,4.37,0.482,17,02
2582,I21_17_03.png,I21.png,4.0,0.816,17,03
2583,I21_17_04.png,I21.png,2.87,1.024,17,04
2584,I21_17_05.png,I21.png,1.63,0.795,17,05
2585,I21_18_01.png,I21.png,4.37,0.547,18,01
2586,I21_18_02.png,I21.png,4.7,0.458,18,02
2587,I21_18_03.png,I21.png,4.43,0.716,18,03
2588,I21_18_04.png,I21.png,4.03,0.782,18,04
2589,I21_18_05.png,I21.png,3.53,0.846,18,05
2590,I21_19_01.png,I21.png,4.3,0.64,19,01
2591,I21_19_02.png,I21.png,3.77,0.616,19,02
2592,I21_19_03.png,I21.png,2.77,0.803,19,03
2593,I21_19_04.png,I21.png,1.67,0.596,19,04
2594,I21_19_05.png,I21.png,1.07,0.249,19,05
2595,I21_20_01.png,I21.png,4.53,0.718,20,01
2596,I21_20_02.png,I21.png,4.07,0.727,20,02
2597,I21_20_03.png,I21.png,3.47,1.087,20,03
2598,I21_20_04.png,I21.png,4.03,0.983,20,04
2599,I21_20_05.png,I21.png,3.17,1.241,20,05
2600,I21_21_01.png,I21.png,3.77,1.023,21,01
2601,I21_21_02.png,I21.png,3.03,1.14,21,02
2602,I21_21_03.png,I21.png,2.63,0.983,21,03
2603,I21_21_04.png,I21.png,2.2,0.653,21,04
2604,I21_21_05.png,I21.png,1.33,0.537,21,05
2605,I21_22_01.png,I21.png,3.57,1.086,22,01
2606,I21_22_02.png,I21.png,2.83,1.067,22,02
2607,I21_22_03.png,I21.png,2.93,1.062,22,03
2608,I21_22_04.png,I21.png,2.53,1.118,22,04
2609,I21_22_05.png,I21.png,2.07,0.814,22,05
2610,I21_23_01.png,I21.png,2.77,1.023,23,01
2611,I21_23_02.png,I21.png,2.3,0.862,23,02
2612,I21_23_03.png,I21.png,2.13,0.763,23,03
2613,I21_23_04.png,I21.png,2.13,0.846,23,04
2614,I21_23_05.png,I21.png,1.7,0.69,23,05
2615,I21_24_01.png,I21.png,3.73,0.964,24,01
2616,I21_24_02.png,I21.png,2.33,0.596,24,02
2617,I21_24_03.png,I21.png,1.77,0.761,24,03
2618,I21_24_04.png,I21.png,1.39,0.704,24,04
2619,I21_24_05.png,I21.png,1.37,0.482,24,05
2620,I21_25_01.png,I21.png,3.5,0.885,25,01
2621,I21_25_02.png,I21.png,3.77,0.883,25,02
2622,I21_25_03.png,I21.png,3.97,0.836,25,03
2623,I21_25_04.png,I21.png,3.87,0.67,25,04
2624,I21_25_05.png,I21.png,3.2,0.98,25,05
2625,I22_01_01.png,I22.png,4.7,0.458,01,01
2626,I22_01_02.png,I22.png,4.57,0.559,01,02
2627,I22_01_03.png,I22.png,3.13,0.921,01,03
2628,I22_01_04.png,I22.png,2.3,0.64,01,04
2629,I22_01_05.png,I22.png,1.5,0.563,01,05
2630,I22_02_01.png,I22.png,3.8,0.872,02,01
2631,I22_02_02.png,I22.png,2.67,0.699,02,02
2632,I22_02_03.png,I22.png,2.17,0.637,02,03
2633,I22_02_04.png,I22.png,1.57,0.616,02,04
2634,I22_02_05.png,I22.png,1.3,0.458,02,05
2635,I22_03_01.png,I22.png,4.77,0.423,03,01
2636,I22_03_02.png,I22.png,4.33,0.789,03,02
2637,I22_03_03.png,I22.png,2.73,0.814,03,03
2638,I22_03_04.png,I22.png,2.33,0.537,03,04
2639,I22_03_05.png,I22.png,1.9,0.539,03,05
2640,I22_04_01.png,I22.png,4.5,0.563,04,01
2641,I22_04_02.png,I22.png,1.5,0.619,04,02
2642,I22_04_03.png,I22.png,1.3,0.586,04,03
2643,I22_04_04.png,I22.png,1.23,0.496,04,04
2644,I22_04_05.png,I22.png,1.07,0.249,04,05
2645,I22_05_01.png,I22.png,4.13,0.806,05,01
2646,I22_05_02.png,I22.png,2.73,0.854,05,02
2647,I22_05_03.png,I22.png,1.97,0.795,05,03
2648,I22_05_04.png,I22.png,1.93,0.629,05,04
2649,I22_05_05.png,I22.png,1.47,0.718,05,05
2650,I22_06_01.png,I22.png,4.4,0.757,06,01
2651,I22_06_02.png,I22.png,4.07,0.854,06,02
2652,I22_06_03.png,I22.png,4.27,0.814,06,03
2653,I22_06_04.png,I22.png,3.23,0.803,06,04
2654,I22_06_05.png,I22.png,2.47,0.67,06,05
2655,I22_07_01.png,I22.png,2.77,0.92,07,01
2656,I22_07_02.png,I22.png,2.57,0.955,07,02
2657,I22_07_03.png,I22.png,2.2,1.137,07,03
2658,I22_07_04.png,I22.png,2.27,1.031,07,04
2659,I22_07_05.png,I22.png,1.9,0.907,07,05
2660,I22_08_01.png,I22.png,4.68,0.467,08,01
2661,I22_08_02.png,I22.png,2.4,0.952,08,02
2662,I22_08_03.png,I22.png,1.37,0.547,08,03
2663,I22_08_04.png,I22.png,1.13,0.34,08,04
2664,I22_08_05.png,I22.png,1.1,0.396,08,05
2665,I22_09_01.png,I22.png,4.73,0.442,09,01
2666,I22_09_02.png,I22.png,4.53,0.562,09,02
2667,I22_09_03.png,I22.png,4.77,0.423,09,03
2668,I22_09_04.png,I22.png,2.97,0.948,09,04
2669,I22_09_05.png,I22.png,1.63,0.547,09,05
2670,I22_10_01.png,I22.png,4.47,0.763,10,01
2671,I22_10_02.png,I22.png,4.43,0.883,10,02
2672,I22_10_03.png,I22.png,4.03,0.875,10,03
2673,I22_10_04.png,I22.png,1.83,0.86,10,04
2674,I22_10_05.png,I22.png,1.47,0.499,10,05
2675,I22_11_01.png,I22.png,3.8,0.833,11,01
2676,I22_11_02.png,I22.png,2.97,0.795,11,02
2677,I22_11_03.png,I22.png,2.8,0.792,11,03
2678,I22_11_04.png,I22.png,2.93,0.772,11,04
2679,I22_11_05.png,I22.png,2.27,0.814,11,05
2680,I22_12_01.png,I22.png,4.73,0.442,12,01
2681,I22_12_02.png,I22.png,3.5,0.885,12,02
2682,I22_12_03.png,I22.png,2.87,0.957,12,03
2683,I22_12_04.png,I22.png,2.63,0.706,12,04
2684,I22_12_05.png,I22.png,2.5,0.719,12,05
2685,I22_13_01.png,I22.png,3.93,0.964,13,01
2686,I22_13_02.png,I22.png,3.23,0.803,13,02
2687,I22_13_03.png,I22.png,2.8,0.748,13,03
2688,I22_13_04.png,I22.png,2.3,0.69,13,04
2689,I22_13_05.png,I22.png,2.1,0.597,13,05
2690,I22_14_01.png,I22.png,4.53,0.618,14,01
2691,I22_14_02.png,I22.png,3.23,0.94,14,02
2692,I22_14_03.png,I22.png,3.0,0.856,14,03
2693,I22_14_04.png,I22.png,2.61,0.904,14,04
2694,I22_14_05.png,I22.png,1.97,0.706,14,05
2695,I22_15_01.png,I22.png,3.5,0.957,15,01
2696,I22_15_02.png,I22.png,2.53,0.67,15,02
2697,I22_15_03.png,I22.png,2.27,0.68,15,03
2698,I22_15_04.png,I22.png,1.97,0.605,15,04
2699,I22_15_05.png,I22.png,1.53,0.562,15,05
2700,I22_16_01.png,I22.png,4.53,0.499,16,01
2701,I22_16_02.png,I22.png,4.37,0.547,16,02
2702,I22_16_03.png,I22.png,3.43,0.844,16,03
2703,I22_16_04.png,I22.png,2.2,0.872,16,04
2704,I22_16_05.png,I22.png,1.26,0.438,16,05
2705,I22_17_01.png,I22.png,4.87,0.34,17,01
2706,I22_17_02.png,I22.png,4.47,0.499,17,02
2707,I22_17_03.png,I22.png,4.3,0.586,17,03
2708,I22_17_04.png,I22.png,3.6,0.917,17,04
2709,I22_17_05.png,I22.png,2.5,0.885,17,05
2710,I22_18_01.png,I22.png,4.07,0.854,18,01
2711,I22_18_02.png,I22.png,4.6,0.49,18,02
2712,I22_18_03.png,I22.png,4.7,0.526,18,03
2713,I22_18_04.png,I22.png,4.5,0.563,18,04
2714,I22_18_05.png,I22.png,4.3,0.69,18,05
2715,I22_19_01.png,I22.png,4.63,0.482,19,01
2716,I22_19_02.png,I22.png,4.23,0.496,19,02
2717,I22_19_03.png,I22.png,3.77,0.761,19,03
2718,I22_19_04.png,I22.png,2.27,0.814,19,04
2719,I22_19_05.png,I22.png,1.5,0.5,19,05
2720,I22_20_01.png,I22.png,4.7,0.458,20,01
2721,I22_20_02.png,I22.png,3.83,1.128,20,02
2722,I22_20_03.png,I22.png,3.47,1.204,20,03
2723,I22_20_04.png,I22.png,4.17,1.157,20,04
2724,I22_20_05.png,I22.png,2.37,1.08,20,05
2725,I22_21_01.png,I22.png,4.53,0.618,21,01
2726,I22_21_02.png,I22.png,3.8,0.872,21,02
2727,I22_21_03.png,I22.png,3.6,0.952,21,03
2728,I22_21_04.png,I22.png,3.77,1.023,21,04
2729,I22_21_05.png,I22.png,1.87,0.806,21,05
2730,I22_22_01.png,I22.png,4.07,0.892,22,01
2731,I22_22_02.png,I22.png,3.67,1.075,22,02
2732,I22_22_03.png,I22.png,3.7,0.971,22,03
2733,I22_22_04.png,I22.png,3.33,1.247,22,04
2734,I22_22_05.png,I22.png,3.13,0.957,22,05
2735,I22_23_01.png,I22.png,1.97,0.836,23,01
2736,I22_23_02.png,I22.png,2.73,0.998,23,02
2737,I22_23_03.png,I22.png,1.7,0.737,23,03
2738,I22_23_04.png,I22.png,1.93,0.854,23,04
2739,I22_23_05.png,I22.png,2.03,0.836,23,05
2740,I22_24_01.png,I22.png,3.83,0.778,24,01
2741,I22_24_02.png,I22.png,2.8,0.909,24,02
2742,I22_24_03.png,I22.png,2.3,0.586,24,03
2743,I22_24_04.png,I22.png,1.93,0.727,24,04
2744,I22_24_05.png,I22.png,1.5,0.671,24,05
2745,I22_25_01.png,I22.png,3.33,0.869,25,01
2746,I22_25_02.png,I22.png,4.03,0.657,25,02
2747,I22_25_03.png,I22.png,4.3,0.737,25,03
2748,I22_25_04.png,I22.png,4.03,0.482,25,04
2749,I22_25_05.png,I22.png,2.9,0.907,25,05
2750,I23_01_01.png,I23.png,4.73,0.629,01,01
2751,I23_01_02.png,I23.png,4.47,0.618,01,02
2752,I23_01_03.png,I23.png,3.03,0.752,01,03
2753,I23_01_04.png,I23.png,2.2,0.653,01,04
2754,I23_01_05.png,I23.png,1.33,0.471,01,05
2755,I23_02_01.png,I23.png,3.87,0.751,02,01
2756,I23_02_02.png,I23.png,2.97,0.795,02,02
2757,I23_02_03.png,I23.png,1.97,0.637,02,03
2758,I23_02_04.png,I23.png,1.5,0.563,02,04
2759,I23_02_05.png,I23.png,1.29,0.52,02,05
2760,I23_03_01.png,I23.png,4.93,0.249,03,01
2761,I23_03_02.png,I23.png,4.47,0.67,03,02
2762,I23_03_03.png,I23.png,3.3,0.737,03,03
2763,I23_03_04.png,I23.png,2.77,0.844,03,04
2764,I23_03_05.png,I23.png,2.07,0.629,03,05
2765,I23_04_01.png,I23.png,4.8,0.4,04,01
2766,I23_04_02.png,I23.png,2.53,0.846,04,02
2767,I23_04_03.png,I23.png,1.37,0.482,04,03
2768,I23_04_04.png,I23.png,1.17,0.373,04,04
2769,I23_04_05.png,I23.png,1.1,0.3,04,05
2770,I23_05_01.png,I23.png,4.71,0.454,05,01
2771,I23_05_02.png,I23.png,2.33,0.789,05,02
2772,I23_05_03.png,I23.png,2.06,0.878,05,03
2773,I23_05_04.png,I23.png,1.83,0.637,05,04
2774,I23_05_05.png,I23.png,1.91,0.805,05,05
2775,I23_06_01.png,I23.png,4.07,0.929,06,01
2776,I23_06_02.png,I23.png,3.8,1.166,06,02
2777,I23_06_03.png,I23.png,3.43,0.92,06,03
2778,I23_06_04.png,I23.png,3.1,0.817,06,04
2779,I23_06_05.png,I23.png,2.8,0.909,06,05
2780,I23_07_01.png,I23.png,2.97,0.983,07,01
2781,I23_07_02.png,I23.png,2.1,0.87,07,02
2782,I23_07_03.png,I23.png,1.93,0.772,07,03
2783,I23_07_04.png,I23.png,2.13,0.991,07,04
2784,I23_07_05.png,I23.png,1.7,0.781,07,05
2785,I23_08_01.png,I23.png,4.73,0.442,08,01
2786,I23_08_02.png,I23.png,3.57,0.989,08,02
2787,I23_08_03.png,I23.png,3.03,1.14,08,03
2788,I23_08_04.png,I23.png,2.2,1.046,08,04
2789,I23_08_05.png,I23.png,2.03,0.795,08,05
2790,I23_09_01.png,I23.png,4.67,0.537,09,01
2791,I23_09_02.png,I23.png,3.8,0.702,09,02
2792,I23_09_03.png,I23.png,3.13,0.806,09,03
2793,I23_09_04.png,I23.png,2.0,0.672,09,04
2794,I23_09_05.png,I23.png,1.23,0.423,09,05
2795,I23_10_01.png,I23.png,4.57,0.496,10,01
2796,I23_10_02.png,I23.png,4.4,0.663,10,02
2797,I23_10_03.png,I23.png,4.13,0.718,10,03
2798,I23_10_04.png,I23.png,2.57,0.883,10,04
2799,I23_10_05.png,I23.png,1.7,0.458,10,05
2800,I23_11_01.png,I23.png,4.17,0.86,11,01
2801,I23_11_02.png,I23.png,4.0,0.856,11,02
2802,I23_11_03.png,I23.png,3.3,0.971,11,03
2803,I23_11_04.png,I23.png,2.93,0.727,11,04
2804,I23_11_05.png,I23.png,2.63,0.752,11,05
2805,I23_12_01.png,I23.png,4.77,0.423,12,01
2806,I23_12_02.png,I23.png,4.33,0.65,12,02
2807,I23_12_03.png,I23.png,3.53,0.806,12,03
2808,I23_12_04.png,I23.png,3.1,0.87,12,04
2809,I23_12_05.png,I23.png,2.93,0.929,12,05
2810,I23_13_01.png,I23.png,4.03,0.795,13,01
2811,I23_13_02.png,I23.png,3.45,0.945,13,02
2812,I23_13_03.png,I23.png,2.83,0.82,13,03
2813,I23_13_04.png,I23.png,2.7,0.737,13,04
2814,I23_13_05.png,I23.png,2.77,1.055,13,05
2815,I23_14_01.png,I23.png,4.53,0.67,14,01
2816,I23_14_02.png,I23.png,3.47,0.921,14,02
2817,I23_14_03.png,I23.png,3.03,0.948,14,03
2818,I23_14_04.png,I23.png,2.9,0.978,14,04
2819,I23_14_05.png,I23.png,2.27,0.629,14,05
2820,I23_15_01.png,I23.png,3.97,0.795,15,01
2821,I23_15_02.png,I23.png,3.27,0.814,15,02
2822,I23_15_03.png,I23.png,2.53,0.806,15,03
2823,I23_15_04.png,I23.png,1.71,0.811,15,04
2824,I23_15_05.png,I23.png,1.67,0.596,15,05
2825,I23_16_01.png,I23.png,4.73,0.442,16,01
2826,I23_16_02.png,I23.png,4.47,0.499,16,02
2827,I23_16_03.png,I23.png,3.8,0.872,16,03
2828,I23_16_04.png,I23.png,3.2,0.748,16,04
2829,I23_16_05.png,I23.png,1.97,0.657,16,05
2830,I23_17_01.png,I23.png,4.67,0.537,17,01
2831,I23_17_02.png,I23.png,4.8,0.4,17,02
2832,I23_17_03.png,I23.png,4.53,0.562,17,03
2833,I23_17_04.png,I23.png,3.57,0.844,17,04
2834,I23_17_05.png,I23.png,2.67,1.164,17,05
2835,I23_18_01.png,I23.png,4.53,0.718,18,01
2836,I23_18_02.png,I23.png,4.6,0.49,18,02
2837,I23_18_03.png,I23.png,4.7,0.458,18,03
2838,I23_18_04.png,I23.png,4.43,0.496,18,04
2839,I23_18_05.png,I23.png,4.23,0.761,18,05
2840,I23_19_01.png,I23.png,4.6,0.49,19,01
2841,I23_19_02.png,I23.png,4.4,0.663,19,02
2842,I23_19_03.png,I23.png,3.4,0.8,19,03
2843,I23_19_04.png,I23.png,1.77,0.559,19,04
2844,I23_19_05.png,I23.png,1.23,0.423,19,05
2845,I23_20_01.png,I23.png,3.97,0.948,20,01
2846,I23_20_02.png,I23.png,2.72,1.152,20,02
2847,I23_20_03.png,I23.png,2.67,1.011,20,03
2848,I23_20_04.png,I23.png,2.3,0.971,20,04
2849,I23_20_05.png,I23.png,2.03,0.795,20,05
2850,I23_21_01.png,I23.png,4.27,0.772,21,01
2851,I23_21_02.png,I23.png,3.3,0.9,21,02
2852,I23_21_03.png,I23.png,2.97,0.836,21,03
2853,I23_21_04.png,I23.png,3.07,1.062,21,04
2854,I23_21_05.png,I23.png,1.47,0.618,21,05
2855,I23_22_01.png,I23.png,4.63,0.657,22,01
2856,I23_22_02.png,I23.png,4.77,0.496,22,02
2857,I23_22_03.png,I23.png,4.53,0.618,22,03
2858,I23_22_04.png,I23.png,4.43,0.761,22,04
2859,I23_22_05.png,I23.png,4.03,0.795,22,05
2860,I23_23_01.png,I23.png,2.57,0.883,23,01
2861,I23_23_02.png,I23.png,2.07,0.854,23,02
2862,I23_23_03.png,I23.png,2.0,0.816,23,03
2863,I23_23_04.png,I23.png,2.23,0.92,23,04
2864,I23_23_05.png,I23.png,2.47,1.087,23,05
2865,I23_24_01.png,I23.png,4.3,0.737,24,01
2866,I23_24_02.png,I23.png,3.13,0.957,24,02
2867,I23_24_03.png,I23.png,2.57,0.883,24,03
2868,I23_24_04.png,I23.png,1.83,0.734,24,04
2869,I23_24_05.png,I23.png,1.33,0.537,24,05
2870,I23_25_01.png,I23.png,4.23,0.616,25,01
2871,I23_25_02.png,I23.png,4.27,0.727,25,02
2872,I23_25_03.png,I23.png,4.37,0.547,25,03
2873,I23_25_04.png,I23.png,4.4,0.663,25,04
2874,I23_25_05.png,I23.png,3.9,0.651,25,05
2875,I24_01_01.png,I24.png,4.2,0.98,01,01
2876,I24_01_02.png,I24.png,4.03,0.912,01,02
2877,I24_01_03.png,I24.png,2.77,0.955,01,03
2878,I24_01_04.png,I24.png,1.7,0.64,01,04
2879,I24_01_05.png,I24.png,1.4,0.49,01,05
2880,I24_02_01.png,I24.png,3.57,0.883,02,01
2881,I24_02_02.png,I24.png,2.47,0.718,02,02
2882,I24_02_03.png,I24.png,1.77,0.616,02,03
2883,I24_02_04.png,I24.png,1.7,0.586,02,04
2884,I24_02_05.png,I24.png,1.33,0.537,02,05
2885,I24_03_01.png,I24.png,4.5,0.671,03,01
2886,I24_03_02.png,I24.png,4.0,0.931,03,02
2887,I24_03_03.png,I24.png,3.03,0.983,03,03
2888,I24_03_04.png,I24.png,2.4,0.8,03,04
2889,I24_03_05.png,I24.png,1.83,0.637,03,05
2890,I24_04_01.png,I24.png,4.53,0.562,04,01
2891,I24_04_02.png,I24.png,2.97,0.948,04,02
2892,I24_04_03.png,I24.png,2.03,0.795,04,03
2893,I24_04_04.png,I24.png,1.63,0.657,04,04
2894,I24_04_05.png,I24.png,1.26,0.438,04,05
2895,I24_05_01.png,I24.png,4.47,0.763,05,01
2896,I24_05_02.png,I24.png,2.47,0.718,05,02
2897,I24_05_03.png,I24.png,2.0,0.632,05,03
2898,I24_05_04.png,I24.png,2.0,0.931,05,04
2899,I24_05_05.png,I24.png,2.47,0.884,05,05
2900,I24_06_01.png,I24.png,4.27,0.772,06,01
2901,I24_06_02.png,I24.png,3.93,0.814,06,02
2902,I24_06_03.png,I24.png,3.8,0.945,06,03
2903,I24_06_04.png,I24.png,2.73,0.892,06,04
2904,I24_06_05.png,I24.png,2.67,0.83,06,05
2905,I24_07_01.png,I24.png,2.8,0.702,07,01
2906,I24_07_02.png,I24.png,2.43,1.086,07,02
2907,I24_07_03.png,I24.png,1.93,0.772,07,03
2908,I24_07_04.png,I24.png,2.23,1.023,07,04
2909,I24_07_05.png,I24.png,1.4,0.712,07,05
2910,I24_08_01.png,I24.png,4.5,0.5,08,01
2911,I24_08_02.png,I24.png,3.63,0.875,08,02
2912,I24_08_03.png,I24.png,2.83,0.898,08,03
2913,I24_08_04.png,I24.png,1.93,0.573,08,04
