mos,std
6.3438,0.24451
5.8667,0.12232
5.6452,0.14097
5.3125,0.20462
6.7097,0.15263
4.9677,0.14771
6.1563,0.25811
4.2903,0.205
5.6667,0.15154
5.1034,0.11274
4.8333,0.10628
4.2581,0.10168
5.9677,0.16119
5.8065,0.22077
5.3667,0.12896
4.9667,0.09981
4.2414,0.10522
3.9355,0.10135
3.2667,0.11483
2.8,0.11926
6.0968,0.17284
5.6,0.19206
5.5333,0.11287
4.7,0.15019
5.7931,0.14116
5.2,0.14453
4.5806,0.11874
3.5333,0.12232
4.5667,0.16113
4.3,0.17095
4.0667,0.15587
3.3667,0.09981
5.4194,0.16305
4.6129,0.19181
4.0,0.11945
2.8,0.11926
5.4194,0.13513
4.5161,0.13587
3.6,0.08944
2.2759,0.09626
6.0323,0.16119
4.9355,0.12014
3.5,0.11304
2.0968,0.115
6.0645,0.1763
5.5484,0.1193
3.4839,0.12799
1.4194,0.08863
5.8333,0.15694
4.5161,0.12799
2.0333,0.09981
0.0345,0.03388
6.1613,0.15197
5.9333,0.14857
3.9355,0.1763
2.6667,0.13608
4.5161,0.12799
3.9667,0.11039
3.1333,0.11287
2.6667,0.08607
6.2414,0.13493
5.7419,0.20385
4.6897,0.14714
4.3548,0.15503
2.7742,0.14215
3.2333,0.10202
4.0,0.17069
4.4839,0.14333
6.0,0.2
6.0645,0.2496
4.8,0.14453
5.129,0.24457
7.129,0.22229
4.5484,0.16971
6.2903,0.30327
3.4333,0.15408
5.7188,0.14138
5.1935,0.1062
4.7742,0.11817
4.0645,0.10135
6.2581,0.16428
6.0,0.11175
5.6452,0.10746
4.9677,0.11616
4.3667,0.08798
4.129,0.10932
3.5625,0.12451
3.0938,0.11145
6.0313,0.1035
5.7742,0.10901
5.2258,0.15611
4.5806,0.14262
5.7097,0.14565
5.6563,0.137
4.8065,0.1062
4.0667,0.09349
4.9688,0.12873
4.5313,0.13965
4.1613,0.12153
3.6875,0.14278
4.4375,0.12451
3.9677,0.1248
3.6129,0.1087
2.5161,0.11054
5.4688,0.1168
4.9375,0.18717
4.0,0.125
2.7,0.10698
6.5313,0.19256
5.6875,0.13577
4.5161,0.14333
2.8438,0.10924
6.3438,0.137
5.25,0.07655
3.8065,0.11558
2.25,0.10825
4.5806,0.14262
3.3226,0.11529
2.129,0.11845
0.1935,0.07096
5.9355,0.15086
3.7188,0.12682
2.7419,0.11144
1.5938,0.11575
4.5313,0.1168
3.625,0.10597
3.129,0.10932
3.0,0.15309
6.0313,0.14977
4.4,0.14606
5.125,0.18087
3.6563,0.12191
2.4375,0.20222
3.2188,0.18079
3.9063,0.12778
4.2581,0.15108
6.2813,0.23063
6.4688,0.13965
5.375,0.13073
6.6875,0.27041
6.9688,0.1739
5.0667,0.11483
6.9688,0.24401
4.0,0.14426
5.1875,0.12053
4.9677,0.08515
4.7742,0.10901
4.2188,0.10583
6.0,0.1513
5.6875,0.14278
5.4688,0.13965
4.7742,0.11817
4.625,0.10597
4.0,0.11175
3.5313,0.13247
2.8438,0.08959
6.125,0.19137
6.0,0.15309
5.4333,0.13891
4.9032,0.13953
6.0968,0.12372
5.1613,0.08028
4.3548,0.09729
3.5938,0.13877
4.5806,0.20286
4.5938,0.14564
4.0323,0.11616
3.4063,0.10698
4.8333,0.10628
3.8387,0.13759
3.125,0.09632
2.7333,0.1047
5.4063,0.13154
4.6875,0.12053
3.5313,0.1168
2.75,0.09882
5.5517,0.12515
4.7742,0.14929
3.1935,0.0959
1.8387,0.06606
5.8667,0.14707
5.3438,0.15693
3.2813,0.1343
1.2581,0.11144
5.3226,0.14703
4.2,0.09888
2.4516,0.10035
0.1613,0.08028
6.4194,0.14262
5.9375,0.16499
3.3226,0.11529
2.6875,0.12837
4.0,0.10825
3.5625,0.12451
3.0,0.10201
3.129,0.12693
6.5313,0.21188
5.3871,0.17477
5.0625,0.16499
4.5,0.19264
3.2813,0.18347
4.2188,0.19633
4.0645,0.1438
4.0313,0.1682
6.0323,0.16752
6.0625,0.15896
5.3548,0.14097
5.6563,0.21014
7.2188,0.1753
5.2258,0.14929
7.2813,0.23063
3.7742,0.15611
5.0769,0.16248
5.0,0.12649
4.36,0.14838
3.88,0.11758
5.8462,0.11782
5.9231,0.12069
5.125,0.10725
4.76,0.11703
4.4,0.09798
3.64,0.096
3.3846,0.1447
2.5385,0.15605
6.1538,0.18599
6.1923,0.20366
5.88,0.15305
5.5769,0.17349
5.9615,0.19216
5.0385,0.13847
4.1667,0.11283
3.4231,0.1555
4.4,0.14967
4.3462,0.14332
4.12,0.13048
3.5,0.10206
3.5769,0.16474
3.5385,0.17398
3.28,0.15513
2.8462,0.14071
5.64,0.11143
4.24,0.12998
2.96,0.144
1.7692,0.22629
5.8462,0.18599
5.16,0.15677
3.6,0.13856
1.76,0.16278
5.9615,0.19216
4.8077,0.14411
2.8462,0.14071
0.84,0.19333
6.44,0.1608
6.0769,0.14312
5.375,0.11506
4.7692,0.17463
5.6667,0.14027
4.52,0.24735
4.52,0.1612
4.5385,0.21913
6.0,0.1804
3.92,0.16895
4.56,0.09928
3.1923,0.15403
4.68,0.0933
4.0769,0.14312
3.0,0.13176
2.3462,0.15329
2.36,0.18659
3.3077,0.1866
3.8846,0.23286
4.28,0.192
6.6538,0.22389
6.2308,0.19082
5.8462,0.24137
4.6,0.09798
7.24,0.21377
5.0,0.15385
6.4615,0.23853
3.5,0.14434
